CAS,SMILES,pEC50,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
80844-07-1,O(c1ccccc1)c2cccc(c2)COCC(c3ccc(OCC)cc3)(C)C,8.690451631,6.035053697404888,-0.080462708429204,6.035053697404888,0.080462708429204,0.43403284386667557,376.49600000000015,348.2720000000001,376.20384475599997,146.0,0.0,0.12729001402663895,-0.49388975853917044,0.49388975853917044,0.12729001402663895,0.75,1.4642857142857142,2.1785714285714284,1.5545648691555887,854.4761380608962,19.821780188492532,16.85161871441637,16.85161871441637,13.56481137286872,9.696029414468127,9.696029414468127,7.396592329946916,7.396592329946916,4.555784076157224,4.555784076157224,2.9997640232204703,2.9997640232204703,-2.7799999999999994,2265729.366910797,19.967197704933433,9.42639929131605,5.606466204536238,167.44082202092196,14.210588861400147,17.248535499851716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.31204387861251,54.44884259385427,5.41499046939678,19.820645893538753,14.210588861400147,0.0,0.0,0.0,0.0,32.79308403298157,13.213763929025836,89.98967487339495,0.0,17.248535499851716,9.473725907600098,0.0,17.248535499851716,0.0,13.213763929025836,16.75873538770975,0.0,31.898114582465865,78.86277189000094,0.0,0.0,0.0,27.69,0.0,0.0,0.0,5.41499046939678,19.820645893538753,22.81198699154871,5.563451491696996,0.0,67.58740788430673,32.046575604766076,14.210588861400147,17.457404927528437,0.0,0.0,0.0,2.2464257658767144,2.549512720027934,26.09693291085329,0.0,8.233057009046961,0.0,0.28,28.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,3.0,6.372000000000006,113.25100000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153233-91-1,Fc1cccc(F)c1C3=NC(c2ccc(cc2(OCC))C(C)(C)C)CO3,7.7043801389999995,13.990480082988201,-0.6828591077666653,13.990480082988201,0.00653112402368361,0.7530843253038085,359.41600000000017,336.2320000000001,359.169685416,138.0,0.0,0.22245872051726293,-0.49350158517335735,0.49350158517335735,0.22245872051726293,1.1538461538461537,1.8461538461538463,2.4615384615384617,1.9831114696247476,820.1401011720492,18.89697674656903,15.475304569146617,15.475304569146617,12.307880315929774,8.731449733973959,8.731449733973959,7.2933306787423815,7.2933306787423815,4.36606765900771,4.36606765900771,2.9287813819226356,2.9287813819226356,-2.4299999999999997,729206.0114153691,18.363744624898807,7.058827542110351,3.568887196538852,152.22062895232762,9.473725907600098,35.59612780073357,0.0,5.897745344357611,0.0,0.0,0.0,13.77323482798531,0.0,0.0,38.9703128044567,36.10128036616923,5.563451491696996,6.606881964512918,18.254556002949737,5.897745344357611,0.0,0.0,4.992404732635669,39.15178009730724,13.213763929025836,64.72299856795243,0.0,5.749511833283905,4.736862953800049,8.78083009534964,5.749511833283905,0.0,19.111509273383447,10.15185342319683,11.63444168209179,50.42714410300144,41.39060714340533,0.0,0.0,0.0,30.82,11.63444168209179,8.78083009534964,0.0,29.52491009911227,6.606881964512918,16.876414816677897,18.19910120538483,0.0,25.122838405075456,25.763616331707542,9.473725907600098,39.29443628559091,0.0,4.419386337868481,0.0,1.7640819920586337,-0.6430543807092775,9.357885461933982,0.0,9.057264303257268,0.0,0.38095238095238093,26.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,3.0,5.179100000000005,97.89900000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131807-57-3,O=C4OC(c2ccc(Oc1ccccc1)cc2)(C(=O)N4(Nc3ccccc3))C,7.054845099,12.904781475121933,-1.412558933295541,12.904781475121933,0.4878881458715505,0.7010614830472137,374.3960000000001,356.2520000000001,374.12665705600006,140.0,0.0,0.4370444142650338,-0.4573842013612915,0.4573842013612915,0.4370444142650338,0.8214285714285714,1.3928571428571428,2.0357142857142856,1.5286490212529467,990.0649308780223,19.56226716449869,15.163110526010176,15.163110526010176,13.55949864085904,8.788299674733363,8.788299674733363,6.459101443132531,6.459101443132531,4.48398690238047,4.48398690238047,2.9464220413027964,2.9464220413027964,-3.799999999999999,3320422.7958164816,17.605709342560555,7.0752506126086,3.2745116572148714,161.82949536882992,9.473725907600098,11.49902366656781,0.0,5.601050810983688,5.907179729351506,6.093240070938415,10.220328581182207,4.794537184071822,0.0,5.008912523954532,48.53093654769288,43.32193961046029,5.563451491696996,5.687386274683562,19.06280027574374,17.687806074973484,0.0,5.008912523954532,0.0,12.524788010674312,5.425791397110385,90.49259045015957,0.0,11.49902366656781,10.162654350910433,10.481923458755384,11.49902366656781,0.0,17.009332324244454,15.13245094885556,0.0,12.487188691387619,84.92913895846256,0.0,0.0,0.0,67.87,17.60147061127361,9.589074368143644,0.0,0.0,22.749861432948368,5.008912523954532,0.0,55.45467374738351,36.39820241076966,5.425791397110385,9.473725907600098,11.185830640253823,0.0,25.186579488331454,0.8925730400184764,2.554800564699537,0.8432763502243343,25.259690913220943,-0.7491063444431945,1.5763553476946335,0.0,0.09090909090909091,28.0,1.0,6.0,0.0,1.0,1.0,3.0,0.0,3.0,5.0,1.0,6.0,5.0,0.0,1.0,1.0,4.0,4.700000000000003,103.70170000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22224-92-6,O=P(Oc1ccc(c(c1)C)SC)(OCC)NC(C)C,8.440622891,12.498017841395818,-3.297593498047368,12.498017841395818,0.01754708364827362,0.6028623052666205,303.364,281.18800000000005,303.105801194,108.0,0.0,0.4584389661075868,-0.41317023839017863,0.4584389661075868,0.41317023839017863,1.4210526315789473,2.1052631578947367,2.5789473684210527,2.901875395830557,465.20159328759047,14.466255326250886,12.096714615300462,13.807638387228105,8.89799590830217,6.265017396650883,9.032420978552762,4.42175717706952,6.963739991495332,2.3072710620097894,5.08707469946008,1.6226372055107792,3.75108507156358,-0.4800000000000001,10927.345562194474,16.573995680345572,7.3416359902123585,5.188221311685016,119.40521038036613,4.5237471617118175,5.749511833283905,0.0,0.0,0.0,7.746488431003568,4.5237471617118175,9.652343348008483,0.0,11.761884949391115,0.0,57.713270679355716,10.937324304665736,6.606881964512918,13.612542608354964,19.508373380394683,0.0,5.0872950630771525,0.0,38.63227310342823,12.862651148024323,23.762552697081826,0.0,5.749511833283905,9.61104222478897,0.0,5.749511833283905,19.508373380394683,18.904491977172285,9.088795446643147,6.923737199690624,26.334663090768867,23.094584680902607,0.0,0.0,0.0,47.56,7.746488431003568,4.565048284931329,0.0,6.041840829147961,12.356393797796823,5.563451491696996,4.895483475517775,18.685622149081738,45.2260819879681,5.0872950630771525,9.047494323423635,23.302189704585537,1.6715293262366673,1.1763064531368106,2.859587427563618,1.0949957482993198,0.5557716049382717,5.6633936444948345,2.0220941594230286,7.923947651591501,-3.297593498047368,0.5384615384615384,19.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,1.0,4.2383200000000025,81.09220000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120928-09-8,n1cnc3ccccc3(c1OCCc2ccc(cc2)C(C)(C)C),7.873561597,5.869608253023431,0.18938903049814693,5.869608253023431,0.18938903049814693,0.709080296535076,306.40900000000005,284.233,306.17321332399996,118.0,0.0,0.2239495294592555,-0.4767941114350405,0.4767941114350405,0.2239495294592555,0.9130434782608695,1.6521739130434783,2.391304347826087,1.6484554106773635,783.345889195444,16.2862462825598,13.913041466543508,13.913041466543508,11.03782470590011,7.9586815196498435,7.9586815196498435,6.741355704015457,6.741355704015457,3.9557470507446966,3.9557470507446966,2.532101753507067,2.532101753507067,-2.4199999999999995,186498.1857378066,15.47472251402552,6.367983755150003,3.674737688436354,136.91265573507576,4.736862953800049,6.3273200747645415,0.0,5.879988336435371,0.0,0.0,0.0,9.967957041894417,0.0,0.0,57.16941400984153,28.674627589713992,6.4208216229260096,17.509806896593975,4.736862953800049,10.902924932081056,0.0,9.967957041894417,0.0,32.60702369139466,6.606881964512918,65.98515960585141,0.0,5.879988336435371,4.736862953800049,0.0,5.879988336435371,0.0,16.574839006407334,11.83581209232279,0.0,31.898114582465865,54.85825662245742,0.0,10.902924932081056,0.0,35.010000000000005,0.0,0.0,0.0,5.41499046939678,12.48687030094829,17.323746555007066,11.126902983393991,6.3273200747645415,24.26546827384644,55.00463691481272,4.736862953800049,5.869608253023431,0.0,8.500797764047084,0.9565560209391378,3.7239766385237068,0.654547850004199,16.673061092489267,2.4152225818013155,7.28956313250519,0.0,0.3,23.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,4.5488000000000035,93.87900000000006,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122-14-5,O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1C,7.508388768,10.632362856407996,-2.798246015998992,10.632362856407996,0.02822719828672282,0.4679544030127159,277.238,265.142,277.01738011400005,94.0,0.0,0.3795196463794277,-0.42412245141701166,0.42412245141701166,0.3795196463794277,1.3529411764705883,1.9411764705882353,2.3529411764705883,2.9896494871249075,470.4540594465827,13.05204176387779,9.575967741351972,11.286891513279613,7.914832660707776,4.577706510632555,7.13374511232333,3.1090517858037656,6.25799069247883,2.0293805618167835,4.476267049994466,1.1677577040406033,2.0958605701493895,-1.0100000000000002,4608.979533559734,14.05253908692933,5.550845241449042,3.472275419065506,103.89976897692019,13.571241485135452,5.749511833283905,0.0,0.0,5.687386274683562,6.718607232363179,10.114318268765572,0.0,0.0,0.0,0.0,19.056471336613846,37.65626973135232,4.923311048817671,18.494552533953122,24.21284959568539,0.0,0.0,0.0,6.923737199690624,14.219595082555067,33.876870965847395,0.0,5.749511833283905,4.5237471617118175,5.687386274683562,5.749511833283905,6.718607232363179,19.142906131372737,20.85435041206228,17.038055468456196,5.563451491696996,18.19910120538483,0.0,0.0,0.0,70.83000000000001,11.64191828118085,10.114318268765572,0.0,5.687386274683562,11.3129633249809,0.0,32.4186962879399,6.923737199690624,0.0,0.0,25.3780975737741,15.286862402368353,5.024585590409003,10.175859644011926,10.632362856407996,0.5155013857394819,0.38901234567901266,4.344351851851852,0.0,-1.1791013951877047,2.782787540942303,0.3333333333333333,17.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0,2.7993200000000007,66.76440000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39515-41-8,N#CC(OC(=O)C1C(C)(C)C1(C)(C))c3cccc(Oc2ccccc2)c3,8.819121603,12.550564732869477,-0.9499783740656766,12.550564732869477,0.12266104740848749,0.6900785284763721,349.43000000000006,326.2460000000001,349.167793596,134.0,0.0,0.31122663843972603,-0.45737081541460906,0.45737081541460906,0.31122663843972603,1.0,1.6153846153846154,2.1923076923076925,1.7389462375181486,835.1911238086449,18.94938298937632,15.522811427977434,15.522811427977434,12.269205181334959,8.701232119616161,8.701232119616161,7.810018890983303,7.810018890983303,5.747436613927286,5.747436613927286,3.5044882439327245,3.5044882439327245,-2.799999999999999,728180.9273675933,18.004988662131517,6.493107038733862,3.174662732490716,153.91327955652403,9.473725907600098,17.568244979360085,0.0,6.103966387748303,0.0,5.969305287951849,4.794537184071822,0.0,5.261891554738487,0.0,58.02678414107054,35.09544921264,5.563451491696996,5.917906046161393,14.268263091671919,5.969305287951849,5.261891554738487,0.0,16.747886984954953,33.7989151865108,0.0,60.160755107851486,0.0,17.568244979360085,4.736862953800049,0.0,11.49902366656781,0.0,5.969305287951849,9.53140013787187,28.078999852485715,39.36236667820779,54.59730361615449,0.0,0.0,0.0,59.31999999999999,6.103966387748303,10.056428738810308,0.0,22.717192272906804,17.062475158264807,0.0,0.0,24.26546827384644,30.33183534230805,33.76417011155477,9.473725907600098,11.325221560846561,0.0,12.550564732869477,9.503330747435186,0.3570328749487086,0.7817081967722296,18.564541810570333,-0.9499783740656766,8.200911783956517,0.0,0.36363636363636365,26.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,4.0,5.0,1.0,0.0,1.0,3.0,5.268980000000004,98.45600000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134098-61-6,O=C(OC(C)(C)C)c1ccc(cc1)CON=Cc3c(nn(c3(Oc2ccccc2))C)C,7.28241611,12.088883652831921,-0.5267008017718176,12.088883652831921,0.26317852854717083,0.30393674388245717,421.4970000000001,394.2810000000002,421.200156344,162.0,0.0,0.3381410191581933,-0.456370146189695,0.456370146189695,0.3381410191581933,1.096774193548387,1.7741935483870968,2.4193548387096775,1.608971621490467,1048.9236180110568,22.432510652501765,18.455243421438137,18.455243421438137,14.726165307525708,9.96877546009357,9.96877546009357,8.049720419898566,8.049720419898566,4.247921226729342,4.247921226729342,2.79903947241634,2.79903947241634,-3.6099999999999994,7171253.042430835,22.083689921218802,9.467557661279036,6.182644481596829,181.78882279205786,14.31131449133673,17.95744460878051,0.0,5.879988336435371,0.0,5.969305287951849,0.0,9.476340119217006,5.098681808301038,0.0,35.48754806905859,57.52386856430593,7.04767198267719,23.03543155777777,19.10585167540855,12.183905867487166,0.0,9.780484743446223,12.20338470942773,39.9028815742591,0.0,76.98158608609396,0.0,11.629500169719275,4.736862953800049,0.0,11.629500169719275,0.0,27.56544142191708,23.22900548472679,6.923737199690624,47.95003125308314,59.75301634290503,0.0,0.0,0.0,74.94000000000001,5.601050810983688,4.794537184071822,0.0,12.576187252464766,17.19295166141627,16.82083097824245,0.0,23.029137651603723,77.20719026067096,10.254394535051578,14.31131449133673,12.986746855048416,0.0,17.523596663036002,8.46597258476067,2.3743281987852596,0.9443486128739426,16.55081849420741,1.5929293141856273,7.662755044751902,1.8151708990174344,0.2916666666666667,31.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,3.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,5.026820000000004,118.45450000000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272451-65-7,O=C(Nc1ccc(cc1C)C(F)(C(F)(F)F)C(F)(F)F)c2cccc(c2(C(=O)NC(C)(C)CS(=O)(=O)C))I,7.055913224,14.381170100005917,-6.295309508035372,14.381170100005917,0.1404007352609442,0.2901305366282043,682.3960000000002,660.2200000000001,682.0233237240001,210.0,0.0,0.43544431747615076,-0.3460840931022928,0.43544431747615076,0.3460840931022928,0.9210526315789473,1.4736842105263157,1.9473684210526316,2.4341913007650917,1342.5104549556797,29.482763184195928,20.236165632717434,23.21016050482148,16.999637663974568,10.53596713905493,13.675229801427111,9.208309663859266,12.510679700976839,5.213872732653291,7.3588955854541185,3.7014140031713016,5.827622331587113,-2.4300000000000006,35016281.19537749,31.785767588935524,10.619080540217121,6.95224108636006,226.9716134745412,10.633577208012662,9.837253136417502,0.0,0.0,11.814359458703011,18.02135685363263,9.589074368143644,12.808212032003757,26.34249028604892,0.0,18.19910120538483,67.12463492322175,26.615714473340702,16.87975659014078,48.73977668619632,49.92986949687213,0.0,5.316788604006331,0.0,44.33149370508784,17.325411394264524,62.22219064862304,0.0,0.0,10.633577208012662,36.420291608407304,0.0,22.590870627068057,50.13230152056043,15.506012955163179,10.49391947075602,45.690354734312876,36.39820241076966,0.0,0.0,0.0,92.34,56.52819979958027,48.73977668619632,0.0,28.44410781823616,15.702916407988617,13.179506383202028,32.046575604766076,22.590870627068057,0.0,10.633577208012662,0.0,116.50094580314828,1.7660038486413843,26.023324811315703,4.83823377806236,-9.45413416971855,-2.142825926905884,5.44772587702537,-11.608436612440714,3.986887624781536,-3.4877250339095,0.391304347826087,38.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,15.0,7.0,0.0,0.0,0.0,2.0,5.694320000000004,134.44319999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101463-69-8,O=C(NC(=O)c1c(F)cccc1(F))Nc3ccc(Oc2ccc(cc2Cl)C(F)(F)F)cc3(F),10.05543044,14.313556133120528,-4.609522581776045,14.313556133120528,0.162388027269881,0.41027432600855324,488.7710000000001,477.68300000000016,488.036239212,172.0,0.0,0.4159664528857094,-0.45569724511193876,0.45569724511193876,0.4159664528857094,0.8787878787878788,1.5454545454545454,2.121212121212121,1.6833988950565029,1212.8572448093828,24.336134335324456,16.066648605162815,16.82257755118127,15.451416063821046,8.859456915741484,9.237421388750713,6.391581812147598,6.798781938888204,4.092652555509342,4.3880221207263785,2.581514460429757,2.8006329281490205,-3.729999999999998,12035305.835225403,23.923161765405226,9.408597282583134,5.7458716141510475,186.47321031606444,10.05365155780638,34.51413768140249,0.0,0.0,5.907179729351506,12.207413029781547,10.111325788078153,17.96578232709628,13.171245143024459,0.0,17.667306958694127,42.46456947923127,6.06636706846161,16.273471080121883,40.66842760799262,29.226620406605655,0.0,5.316788604006331,0.0,6.176298517443475,5.316788604006331,88.1985024364275,0.0,11.49902366656781,15.370440161812711,36.82441374480431,11.49902366656781,11.600939890232516,11.938294241689578,6.176298517443475,17.451662523137685,15.921440167465814,54.59730361615449,5.022633313741326,0.0,0.0,67.43,52.380544540348296,35.93156465419257,0.0,16.521656980309135,6.06636706846161,48.53093654769288,0.0,5.316788604006331,5.316788604006331,0.0,16.337802844032566,84.86924318458468,5.777096736011957,23.80780122432895,3.26590328403499,-2.4241988495349,-5.175849878380104,6.683971325174909,-4.609522581776045,0.0,0.0,0.047619047619047616,33.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,12.0,4.0,0.0,0.0,0.0,3.0,6.530300000000002,105.77090000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
